Query is the topic title = "NAFTA"
Doc_ID ModelC_Score
8622 -8.358719552638666
9133 -8.362108461308326
31619 -8.380982074943956
58009 -8.47322320346145
52489 -8.526411685494258
51260 -8.55079968934221
24044 -8.610046405138002
84829 -8.722234976514226
51453 -8.810866029887213
75205 -9.123354313146987
60293 -9.157332684280998
60154 -9.181513142413399
60224 -9.181513142413399
85344 -9.183155827797012
85663 -9.200298535617385
61165 -9.265215648222961
52661 -9.295065299055237
55609 -9.31715363498249
37202 -9.357483667133662
83678 -9.397739990532852
68709 -9.426243411027297
61161 -9.429140770381782
66895 -9.454014792096498
75183 -9.460298559159211
66880 -9.476036597719213
58199 -9.535025038486447
46157 -9.577777048157232
41074 -9.621976425089903
85759 -9.644249732215986
25903 -9.71983519753889
46161 -9.72919142078385
46152 -9.750493339912552
43605 -9.786054534085745
