Query is the topic title = "Anti-rejection transplant drugs"
Doc_ID JM_Score
74695 -8.489736128706673
35853 -8.493153580570372
54844 -8.63576376578553
84398 -9.118924778086496
74681 -9.497729465786216
6939 -9.779507187824063
9544 -9.956826663389656
71102 -10.019005960302842
82290 -10.039186436636584
35755 -10.041072039802824
32662 -10.178243368449339
65692 -10.272502124672299
54814 -10.417576924355696
54925 -10.488834706736892
37425 -10.55227109447532
5650 -10.568661505424508
62187 -10.578739120902632
67204 -10.60581480443394
28762 -10.618451397622444
49709 -10.621624255666497
28126 -10.651992387414843
77779 -10.70207699816345
57569 -10.703505753119492
78878 -10.706739410798471
60811 -10.749684737682214
28903 -10.768914793307056
4786 -10.775134787049538
61652 -10.785772234194784
56511 -10.894764750424596
74652 -10.938176254268267
10759 -10.941159102462631
62586 -10.981898427872897
81694 -10.996077046333685
79525 -11.049817060465196
48566 -11.163471697232568
64967 -11.180820870400217
73186 -11.190328410974004
8780 -11.211632547450042
58507 -11.237140076913583
13884 -11.238949277403087
61461 -11.291018477553553
37672 -11.348260548276466
32575 -11.348976928265584
60471 -11.392931630292166
86304 -11.564578942731721
85281 -11.850829295124578
85806 -11.850829295124578
