Query is the topic title = "television U.S. children"
Doc_ID ModelC_Score
59502 -8.672780379792949
58957 -8.704407604870678
60118 -8.723002670421739
62536 -8.927397345731963
16170 -9.123665282238047
26568 -9.508954760835078
77349 -9.678430900737592
41975 -10.051955429022843
36601 -10.076414096400063
73034 -10.15418608508784
31504 -10.198940820678578
31515 -10.231618390024027
28455 -10.285867460996242
28440 -10.286419422252992
80756 -10.406124109166882
63056 -10.412045386217343
39433 -10.485265172032564
40119 -10.51779279961839
49907 -10.525113561629546
41857 -10.559375962856901
13484 -10.883064584726649
62836 -10.993897970233544
62835 -10.995339514248743
77102 -10.997078385572925
77104 -11.005156829149046
14855 -11.15664587421474
22961 -11.19667772942232
7937 -11.19721309283387
27966 -11.197445881141547
6635 -11.197881518274185
31141 -11.199321081524017
