Query is the topic title = "U.S. automobile seat belt"
Doc_ID JM_Score
40234 -7.463201504595018
67104 -7.473824047784127
10706 -7.635493108554129
59095 -7.912847698791641
60141 -7.912847698791641
40292 -7.937279099875688
75738 -8.074705488232958
56741 -8.479723740239717
70010 -8.479723740239717
26026 -8.506369372705564
26144 -8.506369372705564
58487 -8.744832600630614
62401 -8.762823404450195
62215 -8.8110944180882
68825 -8.890397045556814
59087 -9.247306248642381
13519 -9.524717492260105
15334 -9.524717492260105
24747 -9.823714442441215
24838 -9.823714442441215
24839 -9.823714442441215
48267 -9.823714442441215
48284 -9.823714442441215
49809 -9.823714442441215
50165 -9.823714442441215
50177 -9.823714442441215
50190 -9.823714442441215
5166 -9.823714442441215
59349 -9.823714442441215
77429 -9.823714442441215
78729 -9.823714442441215
86898 -9.823714442441215
