Query is the topic title = "Illiteracy Arab Africa"
Doc_ID BM25_Score
83869 0.8019529493436397
26011 0.7947899480475173
54126 0.767373393898771
68798 0.745930777108377
53188 0.7276318652137528
54675 0.6609713606620605
34410 0.5224181564414074
7397 0.4526375185949208
28354 0.3762184809944076
54716 0.35063068272786335
60740 0.33725049572635013
45201 0.3257091220007994
6158 0.3015190587855148
9382 0.2793760333938974
86201 0.2738116730266661
62306 0.263322434555879
38696 0.24951570767359574
85424 0.2361795754370116
41614 0.2250121444409425
50474 0.15946953166373015
15462 0.0
19908 0.0
26511 0.0
39258 0.0
39840 0.0
48020 0.0
69372 0.0
8092 0.0
