Query is the topic title = "U.S. gas prices"
Doc_ID ModelC_Score
51080 -5.900099637830952
51082 -5.900099637830952
68177 -8.034900376715102
51488 -8.091627822330219
41275 -8.139760495264074
65942 -8.179956120312728
63307 -8.514354261618381
63311 -8.54106614165748
34033 -8.574068138000785
82059 -8.594571790250031
26074 -8.601395239509028
64393 -8.638751643446735
65019 -8.647986705358427
67199 -8.833120150632016
35105 -8.897463388929316
62314 -8.926869632753965
62324 -8.935751188198031
63279 -9.00009435597355
13902 -9.017221626724409
36308 -9.057379559019285
71547 -9.255029079063268
82567 -9.256389679534918
38614 -9.257398366505395
28125 -9.2590576728859
52752 -9.2590576728859
13151 -9.262933192150141
