Query is the topic title = "Friendly fire deaths"
Doc_ID ModelC_Score
9843 14.813010508937715
48981 14.402118971467438
85553 11.381970459595443
68780 9.749066117344213
7486 5.7605089901211715
39184 5.616004364708017
68140 5.325470569849537
55419 5.076041502030524
64176 4.461320582733725
64800 4.33504782647834
68141 3.552272445099391
68145 3.322110682369723
54492 2.7525088261169284
54214 2.4964336758099215
66981 2.0847821372677835
37594 2.0175972611437336
68296 1.1541015523982288
79565 1.1501481446681923
4017 0.9710336195440097
69307 0.9028012977490486
68784 0.8515960459689071
68777 0.8015123944033136
9343 0.800826694190559
67140 0.4923254816299918
62744 0.4027652517122393
64294 0.3699566630354427
86326 0.3157891390536762
82847 0.1327471138968528
30846 0.0
71676 -0.027464068388489693
68370 -0.042821581583696755
66987 -0.14875433140065075
35258 -0.22699168259279112
65174 -0.29206391769064144
67115 -0.2983827694115033
64122 -0.4026947239640266
28202 -0.4725915759614992
58292 -0.511050044207627
61315 -0.5760906679988547
53131 -0.6105924680567623
72873 -0.643475334043625
80078 -0.6861991731922106
71706 -0.7302321013739748
62747 -0.7418459626855747
70633 -0.9238071046256155
65789 -0.9556506823851145
65677 -1.0369068070600127
78577 -1.1803162073811961
78520 -1.2874196291076012
9420 -1.296927703813458
86229 -1.409131763648882
58301 -1.5836889632094995
70650 -1.687960756102254
82870 -1.7041207004221617
53133 -1.7197101721434376
69282 -1.7349958462423931
61298 -1.7359733353155538
61293 -1.7461366502072913
61302 -1.770228099783067
74091 -1.7747741713028233
68765 -1.7765328670759468
64322 -1.7896358398719183
61290 -1.8709101466869407
69279 -2.0509090437944995
69276 -2.197188038769723
65683 -2.222689047420049
58293 -2.301066688214557
82634 -2.4191802207865534
81715 -2.48880629574134
71710 -2.5680975974908042
75872 -2.6077358908383452
71307 -2.6382117877077444
72704 -2.639567865870209
81732 -2.651996556133108
61382 -2.6653436959327785
68722 -2.7244534635083544
65850 -2.8096665123415168
68719 -2.8107951479101465
68768 -2.853860552415621
72888 -2.8618807154410466
75414 -2.889662672992081
65757 -2.9111230642410204
74189 -3.10134693026112
67067 -3.1234085633823554
65932 -3.1260368723745096
62784 -3.183700012165944
65951 -3.1961782823125997
70329 -3.3577319831484873
61329 -3.4847896032498507
69325 -3.4958039177573177
83765 -3.5652452364852047
68720 -3.6259682083801623
65957 -3.639225528457992
71577 -3.6826663091177245
83260 -3.954056857645302
85099 -4.135091878611547
68741 -4.189241851878125
77086 -4.218837492874442
83222 -4.2632823534275905
86626 -4.342170163931938
83252 -4.413411180988076
83258 -4.4205262246346635
69324 -4.544684935840127
