Query is the topic title = "Convicts, repeat offenders"
Doc_ID BM25_Score
58476 2.3352582937833466
73038 2.2587855593394632
26061 2.2548700227658154
57914 2.1778484397594005
78836 2.1323836830371645
76635 1.9921021580810634
12769 1.9209583240205443
12767 1.8725129796361453
25096 1.697950410415221
82227 1.6968775771775886
24515 1.6346765523284517
65414 1.5917579543657905
4358 1.5253470041511363
26611 1.4629847905293434
33172 1.3804923329311252
29908 1.3543664855703414
28662 1.3445794871186545
86929 1.133020237790792
86912 1.1327807828582712
65036 1.07143237238499
11922 1.0564336290863132
65446 1.0537740935985036
14713 1.01078372716353
7502 1.0005819847578201
9479 0.9902258691622183
64626 0.9861939035325726
70306 0.9820617494562337
65364 0.9798305542078468
9790 0.9776391285677266
61689 0.9704380258204177
64645 0.953677997955104
53502 0.9190471381464496
3835 0.9102334350801238
10182 0.9026844784227404
32366 0.8809918855624791
9703 0.8715730571367839
26603 0.8698146524482073
11979 0.8426606446064024
33203 0.7828822498160527
17587 0.7784581615675535
16922 0.737297308099016
3976 0.7361860013983934
24485 0.724314922280591
17517 0.7224068931378862
20201 0.7182340518249556
11485 0.7088143546657162
8455 0.7087160168834575
4881 0.7031812038142579
29911 0.6936637496442292
11930 0.6907126831843057
29894 0.6801080751305346
6503 0.6761003780944784
25100 0.6716757024805998
25699 0.6712134907929821
11923 0.66891213759358
11481 0.6540625518270953
30486 0.6423175963380265
13345 0.6408166702354277
6497 0.6305034335038844
14707 0.6290571506113415
35396 0.6271390632539862
27870 0.6247578405894822
38442 0.6233377670152832
24490 0.615411072827952
21895 0.6126613338896144
27384 0.6081326373633833
64657 0.5856227146453514
4933 0.5658850112088157
3972 0.5213339611651008
29904 0.50621504494568
85372 0.2612382960577798
6735 0.2368493197703117
65394 0.22843637929450386
28657 0.20215867926363132
65306 0.20001768832848263
68419 0.20001768832848263
30456 0.1996483624112952
75563 0.19942323974065038
29920 0.19919862419296702
53523 0.19451790342142705
7115 0.1943041960650774
3834 0.19374317557666546
6636 0.19345404189128548
15082 0.1929264630961614
6498 0.19146443516399156
13320 0.19105077411890165
15200 0.19094763799413977
54745 0.19081667584961573
3837 0.18639237290693347
4310 0.18619613788495076
36447 0.18406451129834164
49815 0.18368217565675446
4439 0.18330142508474428
47516 0.17994440145492704
77310 0.1797862955805709
71368 0.17939681583233422
3265 0.17777387424335667
67280 0.1768848648941184
33668 0.17223381944372354
29906 0.17173209084423408
79021 0.17073735226260214
13314 0.16862112844259786
5862 0.16408427587290297
81494 0.16317592838385767
73598 0.16272551559230422
76766 0.16065604868585298
19033 0.15906660012427293
41541 0.1569491800728212
81731 0.15529540434466307
76690 0.15380976663397017
3828 0.1527470330720925
73762 0.150665022552582
39349 0.149266258426847
73706 0.14546045805720767
12479 0.144627788953832
58755 0.14439163159724988
66107 0.1436877643216555
4306 0.14357111973523426
53469 0.1434546643774973
46736 0.14275988037205614
51210 0.14275988037205614
16897 0.1421860140059962
73614 0.13982531993904024
3833 0.13938452349704572
8333 0.13927475829510857
6534 0.1387285153150435
4395 0.13851121598437394
20766 0.13818654038327663
13342 0.13818654038327663
20688 0.1379709342765709
53682 0.13743485107548847
49884 0.13711519612652998
13313 0.13700897465393855
15077 0.13679702467585175
73641 0.13669129540833616
16899 0.13616509115123582
70668 0.13522806258915887
19601 0.13491857905203558
44163 0.133998569907695
19599 0.13389712059391642
12812 0.13319125388785558
20127 0.13289101268889073
13335 0.1324927904024322
7118 0.13229457290734642
71001 0.13034453716751576
3827 0.1292018678002404
47551 0.12873164700175646
20133 0.12616039809354598
44758 0.0
25205 0.0
76675 0.0
26080 0.0
20156 0.0
41594 0.0
73320 0.0
9726 0.0
54762 0.0
16390 0.0
68909 0.0
64664 0.0
22751 0.0
22858 0.0
73746 0.0
67861 0.0
78982 0.0
19615 0.0
33188 0.0
29314 0.0
25103 0.0
23377 0.0
29935 0.0
22690 0.0
24550 0.0
13332 0.0
12825 0.0
19781 0.0
37078 0.0
11083 0.0
29913 0.0
17619 0.0
19634 0.0
20705 0.0
8327 0.0
17609 0.0
9358 0.0
44865 0.0
79759 0.0
49856 0.0
11960 0.0
56829 0.0
54780 0.0
20160 0.0
6635 0.0
16954 0.0
16575 0.0
7937 0.0
48805 0.0
27386 0.0
20199 0.0
