Query is the topic title = "Telemarketing practices U.S."
Doc_ID BM25_Score
18100 1.224659573283626
18164 1.224659573283626
18163 1.224659573283626
19440 1.0583443909463008
28923 0.9592218338044353
18706 0.9526540080202197
75763 0.9510260807268828
18859 0.8823621130018028
13057 0.8679663147196309
22382 0.834142405706867
52020 0.8303886671483542
47049 0.6727984970171341
66338 0.6469876462903491
45422 0.6087711234138508
46968 0.6041451751250864
46485 0.6041451751250864
18798 0.6015332045117614
49650 0.0
39410 0.0
78879 0.0
46228 0.0
9871 0.0
54771 0.0
57753 0.0
39303 0.0
65899 0.0
19990 0.0
65283 0.0
37856 0.0
32520 0.0
68969 0.0
77444 0.0
50034 0.0
30059 0.0
18648 0.0
8928 0.0
22660 0.0
7776 0.0
49617 0.0
27440 0.0
10710 0.0
56209 0.0
61895 0.0
64858 0.0
12851 0.0
4157 0.0
23643 0.0
54232 0.0
67401 0.0
73312 0.0
6630 0.0
11807 0.0
