Query is the topic title = "Progress in treatment of schizophrenia"
Doc_ID JM_Score
80908 -8.075834664973398
64892 -8.35222849025433
61677 -8.38819940107149
28903 -8.399294251960637
20763 -8.478295048231672
35104 -8.728800188589592
2906 -8.73192376174708
43173 -8.756803129618214
47129 -8.83840366638018
84529 -8.875236861885035
43241 -8.922802842401785
50269 -8.958002624478956
28826 -9.031915647889104
9544 -9.069028447993514
33112 -9.304552625905519
72892 -9.405950717775948
37614 -9.44179654540157
26058 -9.482313198721098
63369 -9.513969950040778
13367 -9.728996085890206
63176 -9.756722757156524
26651 -10.051753467978575
2798 -10.051753467978575
49709 -10.051753467978575
53426 -10.051753467978575
57755 -10.051753467978575
59350 -10.051753467978575
64442 -10.051753467978575
68843 -10.051753467978575
69421 -10.051753467978575
8300 -10.051753467978575
83223 -10.051753467978575
