Query is the topic title = "Sport Utility Vehicles U.S."
Doc_ID BM25_Score
86961 0.8245858700892962
86042 0.8245858700892962
15744 0.8193783906529029
33961 0.8119459778815306
64966 0.8043833624791166
51493 0.7871340777371199
49633 0.7663225043391108
48148 0.7595935197995903
80484 0.7513570192713184
80483 0.7513570192713184
80884 0.7513570192713184
65210 0.7367789866638463
3008 0.7240924111615946
5226 0.7097262643494782
5225 0.7097262643494782
2493 0.6924173742103323
2494 0.6924173742103323
40239 0.6811205488123708
5004 0.6792145178118557
48587 0.6154873748641526
5223 0.5985351455559909
38229 0.18242381226439433
31141 0.14713444935931178
27966 0.1377082598018805
22961 0.1351565702989062
7937 0.13376551915205923
6635 0.1321553693524165
59813 0.11397441010596109
26711 0.10793935133748286
80118 0.10783897688860238
28198 0.10663743995985372
17650 0.09662094830528721
25263 0.09229049367980183
50202 0.09038566674204558
40259 0.09009782365986829
62213 0.0
52175 0.0
