Query is the topic title = "Effects of global warming"
Doc_ID BM25_Score
18879 1.6681677391550402
38452 1.431726819073324
60810 1.387328989004399
26700 1.0917762923634753
25303 1.0851558428873065
72354 1.0834517954505152
28014 1.0695192072517796
21110 0.9816367018295808
38330 0.9033592234219667
78708 0.8558169380210453
24474 0.7149577541579357
58634 0.6607864284770559
37685 0.6024177075021137
18405 0.4144988618395153
55340 0.405996561074056
57956 0.405996561074056
16921 0.33898325895149023
34534 0.0
84591 0.0
5723 0.0
34622 0.0
28789 0.0
58581 0.0
20834 0.0
39347 0.0
