Query is the topic title = "Mountain climbing deaths"
Doc_ID JM_Score
43899 -6.594794795185122
13135 -6.817313277646484
36318 -6.890981811968888
19626 -6.979807894970568
69511 -6.981347318402099
27525 -7.018314283739004
7359 -7.0656293964220085
35258 -7.113315352132296
26257 -7.127350874137546
47896 -7.260380425133312
27535 -7.309780239840386
74200 -7.3683765297763815
12579 -7.373064063606907
12658 -7.37861998867673
3364 -7.390834633013635
71904 -7.602581736504578
71648 -7.6341335930054885
30016 -7.678250810229642
81949 -7.776413550609922
24598 -7.801170107983475
49230 -7.8609060046834855
44236 -7.885807317963154
12855 -7.916242861539963
19705 -7.942909740172155
26578 -7.964868948779025
27814 -8.152794368142594
19669 -8.158747268830847
67280 -8.209749704036266
14752 -8.213715423843368
26110 -8.341334892701497
35292 -8.371044875331911
13382 -8.383026812148604
24481 -8.391670215299484
24483 -8.419026373000111
24492 -8.443479113185084
12856 -8.4837368928446
13385 -8.492002763735986
17505 -8.537322806700718
11633 -9.093005893296663
19700 -9.093005893296663
32470 -9.093005893296663
33964 -9.093005893296663
33969 -9.093005893296663
36435 -9.093005893296663
39972 -9.093005893296663
5410 -9.093005893296663
5418 -9.093005893296663
6596 -9.093005893296663
73106 -9.093005893296663
81347 -9.093005893296663
