Query is the topic title = "Convicts, repeat offenders"
Doc_ID JM_Score
78836 -6.846933034274474
58476 -6.96531576378943
57914 -7.272645163770193
26061 -7.335079221194627
76635 -7.4556267353329755
73038 -7.572401444489967
12769 -7.6566123880384
12767 -7.757173600589844
25096 -7.961283626080908
24515 -8.045929447679733
82227 -8.104405710806184
4358 -8.135627218887848
26611 -8.380089502922624
33172 -8.51411447244445
65414 -8.523647687897784
29908 -8.555513596965017
28662 -8.570904922790032
3835 -8.722627491285703
86929 -8.755794214289782
86912 -8.756683351447577
7502 -8.813174776964802
65036 -8.816673782089364
9479 -8.836497674762697
32366 -8.842049262194605
65446 -8.850133923173392
9790 -8.855253969389796
11922 -8.8660974427558
70306 -8.86620144522421
26603 -8.884550810694817
10182 -8.909019740890095
14713 -8.931398956901507
64626 -8.972992344483043
65364 -8.984184820022687
61689 -9.000599676874266
64645 -9.029590709070757
53502 -9.088372371367495
9703 -9.166806481918874
17587 -9.184555123970728
3976 -9.202705295989942
20201 -9.249602791451588
11485 -9.273698712775518
11979 -9.28048912812241
4881 -9.287949246404915
16922 -9.299520227657759
29911 -9.311766091828027
11930 -9.319086536906484
24485 -9.333852988203294
17517 -9.33882861017343
29894 -9.345150022743319
25100 -9.365613392959572
25699 -9.366728585546747
85372 -9.370237484123225
11923 -9.37227127674023
8455 -9.374028079718578
6503 -9.454604768198184
11481 -9.50671204739466
30486 -9.533790595322232
13345 -9.537218257575152
6497 -9.56057674490216
14707 -9.563825920927066
35396 -9.568125185371148
27870 -9.573447039619817
6735 -9.576196872134336
38442 -9.576612696499144
33203 -9.586976448170793
24490 -9.5941737928313
21895 -9.600223153223073
27384 -9.610139513663103
64657 -9.658604004014727
65394 -9.668219186514364
4933 -9.700043925357043
28657 -9.715240233243126
30456 -9.742631238498674
75563 -9.745017684923901
29920 -9.747387793521344
3834 -9.801863676051108
54745 -9.828916162594702
3837 -9.867384213493544
4310 -9.869028753154577
36447 -9.886581388920298
49815 -9.88967122250737
4439 -9.892731147267313
65306 -9.897266061051258
68419 -9.897266061051258
47516 -9.919004270743518
71368 -9.923175054750576
53523 -9.932692413650145
7115 -9.93402821455468
3265 -9.935358196225774
6636 -9.939313664789559
67280 -9.9419223439607
15082 -9.942571024718845
6498 -9.951509412715794
13320 -9.954015289344676
15200 -9.954638505062405
33668 -9.975088305139785
29906 -9.978554903987785
79021 -9.985367560072856
13314 -9.999603052061573
77310 -10.018717422193244
3972 -10.024438647369774
5862 -10.029018447081281
81494 -10.034738845362735
73598 -10.037555498126252
29904 -10.04796384193564
76766 -10.050332489929097
19033 -10.059968654380025
41541 -10.072577659142922
81731 -10.082252179793056
76690 -10.090818620992458
3828 -10.096876574019387
73762 -10.1085815445458
39349 -10.116328056943921
73706 -10.136952902398406
12479 -10.14138103847884
58755 -10.142631601212479
66107 -10.146345126918405
4306 -10.146958552653253
53469 -10.147570425873699
46736 -10.15120942320841
51210 -10.15120942320841
16897 -10.154200394485223
73614 -10.166367764558803
3833 -10.168615925282054
8333 -10.1691746121987
6534 -10.171948188636755
4395 -10.173048448055392
13342 -10.174689137532749
20766 -10.174689137532749
20688 -10.175776522183
53682 -10.178472840373779
49884 -10.180075639692745
13313 -10.180607435973943
15077 -10.181667351317067
73641 -10.18219547963039
16899 -10.184818010416098
70668 -10.189463907819285
19601 -10.190991654347386
44163 -10.19551382942199
19599 -10.19601072793128
12812 -10.199458484529185
20127 -10.200919951470006
13335 -10.202853756527457
7118 -10.203814375988205
71001 -10.213197067446435
3827 -10.218639113514396
47551 -10.220866833504214
20133 -10.232930463722717
11083 -10.692437253262806
11960 -10.692437253262806
12825 -10.692437253262806
13332 -10.692437253262806
16390 -10.692437253262806
16575 -10.692437253262806
16954 -10.692437253262806
17609 -10.692437253262806
17619 -10.692437253262806
19615 -10.692437253262806
19634 -10.692437253262806
19781 -10.692437253262806
20156 -10.692437253262806
20160 -10.692437253262806
20199 -10.692437253262806
20705 -10.692437253262806
22690 -10.692437253262806
22751 -10.692437253262806
22858 -10.692437253262806
23377 -10.692437253262806
24550 -10.692437253262806
25103 -10.692437253262806
25205 -10.692437253262806
26080 -10.692437253262806
27386 -10.692437253262806
29314 -10.692437253262806
29913 -10.692437253262806
29935 -10.692437253262806
33188 -10.692437253262806
37078 -10.692437253262806
41594 -10.692437253262806
44758 -10.692437253262806
44865 -10.692437253262806
48805 -10.692437253262806
49856 -10.692437253262806
54762 -10.692437253262806
54780 -10.692437253262806
56829 -10.692437253262806
64664 -10.692437253262806
6635 -10.692437253262806
67861 -10.692437253262806
68909 -10.692437253262806
73320 -10.692437253262806
73746 -10.692437253262806
76675 -10.692437253262806
78982 -10.692437253262806
7937 -10.692437253262806
79759 -10.692437253262806
8327 -10.692437253262806
9358 -10.692437253262806
9726 -10.692437253262806
