Query is the topic title = "Airline passenger disruptions"
Doc_ID JM_Score
17654 -7.178057751773535
14501 -7.235310535989935
32232 -7.595441479800381
4300 -7.686950726818615
32472 -7.890740765197273
11106 -7.899619115197227
6237 -7.966157773821392
51917 -8.053818531854445
28025 -8.065196109930096
67785 -8.153376462073002
54291 -8.185505670881216
27970 -8.20429352414413
35545 -8.245356668221973
41447 -8.280216717897869
26072 -8.292949606603425
41461 -8.33255889395863
17317 -8.34017132776682
22691 -8.36477410168337
40278 -8.378192072307545
45735 -8.406758819292282
35017 -8.421836414430468
19026 -8.428377516137962
45707 -8.434352329443922
18001 -8.44612950985842
50193 -8.458505560269344
21077 -8.468130457726
19028 -8.48095150686507
17689 -8.519392919991502
18525 -8.533407498311718
22862 -8.562527575194519
8169 -8.58825235543241
29684 -8.594778668309544
79732 -8.605710487590343
44236 -8.621460220068675
12850 -8.632600363110239
17648 -8.679104433463227
86381 -8.680305494365953
48364 -8.693231829790879
6299 -8.725352979643203
43860 -8.725766139090123
33759 -8.737967012638343
52836 -8.74383761176976
17371 -8.761803604599997
12097 -8.76416941765865
15211 -8.76416941765865
45721 -8.766989531558737
17318 -8.768395202861289
17647 -8.77866519396417
14505 -8.779707885966275
29271 -8.78789515439609
7057 -8.788424008268947
26068 -8.794713167970347
3781 -8.817796316285218
60586 -8.824440280300703
28622 -8.84291651741556
82244 -8.845602496911926
29984 -8.847790198309312
11606 -8.851238659056058
29196 -8.857012254215968
17278 -8.857125918994527
29895 -8.858845875518728
29958 -8.861824528350951
29892 -8.86938068865497
68048 -8.887877433464546
17361 -8.888351285503948
14512 -8.893616897166297
17651 -8.895045683141372
14673 -8.902575465419496
17687 -8.917070028659083
16169 -8.926351101830704
7773 -8.93995966427473
14507 -8.96923751363224
17653 -8.981260282841573
17652 -8.989471095606532
29200 -8.98950762025681
18536 -9.028613855959836
86184 -9.040985171448934
8796 -9.06138810406097
17305 -9.068004781813357
17688 -9.079727865048358
14502 -9.081798810975421
14504 -9.082725036895658
14503 -9.087047459010051
29910 -9.139719396159698
15641 -9.140763400258049
69370 -9.168126433911123
29248 -9.275446254778693
14506 -9.302875008186907
29916 -9.305854547817948
76651 -9.349739240417911
33155 -9.366442058200217
33147 -9.397174477399439
21738 -9.698921032883497
27378 -9.698921032883497
36575 -9.698921032883497
