Query is the topic title = "Friendly fire deaths"
Doc_ID BM25_Score
9843 3.86158365727242
7486 3.8052343071912373
85553 2.091342986442717
48981 2.0517752936911746
67115 1.6231777162110532
79565 1.305591909902164
68370 1.2328523878162396
66981 1.1789845702305857
39184 1.1444670805158599
68780 1.0937223228991333
53133 1.0508380774345927
64294 1.0359443011425464
78577 1.0210421894696824
65174 1.0121836936930089
68784 0.9724827770599587
4017 0.9612593180450212
53131 0.9580474412303994
68777 0.9518883688497208
68722 0.9355586751562445
54214 0.9160370017241086
70633 0.8823897725023249
54492 0.8805997291376733
69307 0.8107534455178552
65789 0.7931008211058205
82847 0.7569592057503924
65757 0.755967660452351
71710 0.7514539991837572
30846 0.7334718443027067
37594 0.7286146895172156
82634 0.7001558512798123
86326 0.7001558512798123
69325 0.6246479473019648
68140 0.597318646036039
70650 0.5881725497831791
66987 0.5248816008299945
71676 0.5049736788515065
69279 0.46401492638839686
64122 0.4560287096507422
65683 0.45112490021120594
65677 0.44751570028210813
68719 0.4416270126117249
28202 0.0
35258 0.0
55419 0.0
58292 0.0
58293 0.0
58301 0.0
61290 0.0
61293 0.0
61298 0.0
61302 0.0
61315 0.0
61329 0.0
61382 0.0
62744 0.0
62747 0.0
62784 0.0
64176 0.0
64322 0.0
64800 0.0
65850 0.0
65932 0.0
65951 0.0
65957 0.0
67067 0.0
67140 0.0
68141 0.0
68145 0.0
68296 0.0
68720 0.0
68741 0.0
68765 0.0
68768 0.0
69276 0.0
69282 0.0
69324 0.0
70329 0.0
71307 0.0
71577 0.0
71706 0.0
72704 0.0
72873 0.0
72888 0.0
74091 0.0
74189 0.0
75414 0.0
75872 0.0
77086 0.0
78520 0.0
80078 0.0
81715 0.0
81732 0.0
82870 0.0
83222 0.0
83252 0.0
83258 0.0
83260 0.0
83765 0.0
85099 0.0
86229 0.0
86626 0.0
9343 0.0
9420 0.0
