Query is the topic title = "Aid to handicapped people"
Doc_ID JM_Score
25529 -6.892933824400589
41538 -7.040779289289806
14196 -7.166724562432361
39661 -7.168782510055977
32400 -7.250581174643755
39926 -7.410320535527005
62392 -7.534472653008906
17390 -7.707805452947245
17360 -7.747442492248611
3936 -7.790992863322111
30390 -7.813376053838145
40902 -8.010118829097998
16941 -8.013307607321238
40427 -8.025770576770903
25220 -8.08870407833299
18090 -8.116184186408574
52385 -8.172956791911519
72985 -8.195506989190571
41792 -8.25823401095709
34498 -8.33445775283771
56129 -8.463909035899928
30943 -8.923279428343243
33589 -8.923279428343243
74269 -8.923279428343243
77243 -8.923279428343243
80308 -8.923279428343243
