Query is the topic title = "Telemarketing practices U.S."
Doc_ID JM_Score
28923 -5.5744423983721685
18706 -5.603232138488325
75763 -5.610117847069872
18100 -5.828436852166565
18163 -5.828436852166565
18164 -5.828436852166565
13057 -5.876880252067881
22382 -5.956756398297474
19440 -5.976663497031946
18859 -6.074805396134286
52020 -6.099070902402742
47049 -6.240597524598517
66338 -6.277266108401371
45422 -6.328854773428936
46485 -6.334906500444168
46968 -6.334906500444168
18798 -6.338306585848125
10710 -6.996034901099691
11807 -6.996034901099691
12851 -6.996034901099691
18648 -6.996034901099691
19990 -6.996034901099691
22660 -6.996034901099691
23643 -6.996034901099691
27440 -6.996034901099691
30059 -6.996034901099691
32520 -6.996034901099691
37856 -6.996034901099691
39303 -6.996034901099691
39410 -6.996034901099691
4157 -6.996034901099691
46228 -6.996034901099691
49617 -6.996034901099691
49650 -6.996034901099691
50034 -6.996034901099691
54232 -6.996034901099691
54771 -6.996034901099691
56209 -6.996034901099691
57753 -6.996034901099691
61895 -6.996034901099691
64858 -6.996034901099691
65283 -6.996034901099691
65899 -6.996034901099691
6630 -6.996034901099691
67401 -6.996034901099691
68969 -6.996034901099691
73312 -6.996034901099691
77444 -6.996034901099691
7776 -6.996034901099691
78879 -6.996034901099691
8928 -6.996034901099691
9871 -6.996034901099691
