Query is the topic title = "College tuition planning"
Doc_ID JM_Score
15776 -6.436258551723844
70556 -6.92561302061071
60528 -6.989492980725677
69863 -7.172193299484352
18235 -7.200393889998113
75483 -7.61695953119265
46458 -7.71251559382881
60483 -7.815437201452054
73550 -8.055597211736487
4063 -8.06477553696834
22585 -8.158103897305008
68037 -8.580361608514444
11715 -8.617192807035561
47530 -8.878640059219464
22584 -9.072031412928649
21688 -9.074983210895759
70456 -9.118850870954116
11352 -9.430028284276808
11732 -9.430028284276808
14554 -9.430028284276808
19930 -9.430028284276808
4075 -9.430028284276808
6985 -9.430028284276808
8125 -9.430028284276808
