Query is the topic title = "television U.S. children"
Doc_ID JM_Score
26568 -3.861632802047862
16170 -3.9058057381716638
60118 -4.105610008030063
59502 -4.128845248347134
58957 -4.189173498404148
62536 -4.210395319047527
77349 -4.36996242997027
80756 -4.391946425258533
31504 -4.520750455939179
31515 -4.683158873504899
41975 -4.710357772227007
13484 -4.813598738250077
73034 -4.939850159201514
62835 -5.249736537311127
62836 -5.261487636669768
77102 -5.261487636669768
39433 -5.325545526966206
77104 -5.354071475155455
63056 -5.4489843217515865
40119 -5.50119056900531
41857 -5.50119056900531
49907 -5.717437712945678
36601 -6.179461811104363
28455 -6.35383127900565
28440 -6.354347907871032
14855 -6.658943038423926
22961 -6.658943038423926
27966 -6.658943038423926
31141 -6.658943038423926
6635 -6.658943038423926
7937 -6.658943038423926
