Query is the topic title = "Child custody cases"
Doc_ID JM_Score
26073 -6.407940622509919
16953 -6.56634759578643
64476 -6.647291016448305
61540 -6.755620116167336
67717 -6.757766307309192
16575 -6.821191855314201
24340 -7.1047081962066425
23398 -7.118641273955136
4933 -7.18655534591771
78626 -7.203930350033008
34684 -7.204834751680298
65289 -7.229273594353366
29314 -7.2669750470394785
25832 -7.3396523259972515
73598 -7.4958539196495435
15776 -7.510018621088472
56519 -7.56968493096123
55187 -7.587244583050047
58676 -7.593416434055605
68812 -7.745840773780145
51139 -7.74604997412503
67144 -7.760576598620329
62293 -7.76842602708494
58651 -7.787969393487776
31530 -7.822450970063388
56735 -7.851757695030193
29729 -7.91446743385874
51841 -7.924595029116313
11402 -7.9265152767671
58504 -7.967928215086996
82229 -8.001684278313013
46566 -8.0524605498308
59340 -8.074950590500123
58582 -8.089838684119506
51780 -8.097448065684192
61554 -8.146084464554374
58428 -8.194480868498117
17498 -8.304661410332905
49766 -8.42207507519918
75624 -8.570160142542811
