Query is the topic title = "Newspaper circulation decline"
Doc_ID ModelC_Score
37440 -6.8807763258963055
30089 -8.788870454893358
29079 -8.956879048784938
20315 -9.080760489430002
48360 -9.084192847134698
10515 -9.12577924864948
26681 -9.147422552694316
78018 -9.165707016380292
13485 -9.195303638867571
48085 -9.205417649129444
47027 -9.261726499841679
47025 -9.289679698916135
70379 -9.354946135503836
12874 -9.368617557867877
12875 -9.368617557867877
12873 -9.37156272949268
12881 -9.37156272949268
5075 -9.376694695234853
46933 -9.405080083656372
47699 -9.414921471800822
85067 -9.416152091560503
42824 -9.424717935778073
47085 -9.470230941449731
38305 -9.487629133275044
2454 -9.496150120591523
9382 -9.499342865244515
42609 -9.499939059395972
42697 -9.499939059395972
15623 -9.539279647178956
46991 -9.543887295261554
15628 -9.548577385726231
67235 -9.576677609302497
54794 -9.608533952792014
55119 -9.615478041809435
66425 -9.641039006308048
85953 -9.69497948797188
73790 -9.713677926582958
29677 -9.719660708959642
78194 -9.803461240748142
68520 -9.803985471527668
7964 -9.811630069552024
79476 -9.818490818916757
68284 -9.81982939463434
36083 -9.836154523238328
50367 -9.836154523238328
65061 -9.836154523238328
75032 -9.837296063672063
22431 -9.839710158111824
23326 -9.853918499755737
23436 -9.94308912717017
76835 -9.987513990802297
