Query is the topic title = "Child custody cases"
Doc_ID BM25_Score
16953 1.1322695361250914
26073 1.0484133395493658
61540 1.0382340022038057
4933 0.9680599918714663
16575 0.9036751708829868
64476 0.8699206602674336
67717 0.847508701662748
78626 0.8427541845242831
34684 0.8111903311471964
23398 0.7901435458007825
73598 0.7505745995528248
15776 0.7470581959334591
51139 0.6843564846297626
24340 0.6697238865533327
25832 0.6683356826924757
29314 0.6661153815165184
65289 0.45480149764137
68812 0.3956744119482006
58676 0.3909035345858337
67144 0.3888966427384446
62293 0.3854281255183749
58651 0.3837754452158358
56735 0.37118722608734567
56519 0.3660310985079246
55187 0.3635537661543755
82229 0.33117887745669494
11402 0.31838784299083744
29729 0.31698150088471816
58504 0.3138129763626194
58582 0.3103459692297088
59340 0.3036663664472352
61554 0.277589468583949
58428 0.2722515347466198
17498 0.2379107909361807
49766 0.20635069924214441
51841 0.16376631474059716
46566 0.15399968993778815
31530 0.15232865697275438
51780 0.14985807404074497
75624 0.14097175435133397
