Query is the topic title = "WTO trade debates"
Doc_ID BM25_Score
57876 0.6744929927805471
71894 0.5193563934080975
42848 0.5175116388539877
2738 0.4040674754639729
65311 0.030084673094528516
65501 0.030082472247140803
79698 0.03006672673737717
78998 0.03006672673737717
80891 0.030066232385209994
52721 0.030062396557330485
34733 0.0297298678905851
67433 0.0296598117540894
67275 0.0296598117540894
65465 0.029646095593094716
66118 0.029646095593094716
59518 0.029589074570342155
49229 0.029561713013198043
46122 0.029561713013198043
68756 0.029465139277646754
44221 0.029165112369898667
41556 0.028229856769328245
40131 0.028229856769328245
82689 0.028052842383698796
78305 0.027920882971420258
7741 0.027894557486035768
31784 0.027801738530804462
86691 0.027628417094032975
66181 0.025923360780673123
42847 0.020645145691355473
