Query is the topic title = "Mountain climbing deaths"
Doc_ID ModelC_Score
27525 -8.022699258464025
43899 -8.411176750350903
30016 -9.164554280161088
27535 -9.168979957246362
13135 -9.292503280800684
19705 -9.54695939113684
19669 -9.550205048072696
49230 -9.560337825836543
7359 -9.632960972519538
47896 -9.636390162265911
26257 -9.678811364898523
13382 -9.721101681766797
14752 -9.754396077795999
24598 -9.770833376076427
71648 -9.805013366716038
12855 -9.821214412580643
27814 -9.87578258559792
69511 -9.877480750522526
26578 -9.890642008284662
24492 -9.931852515195006
74200 -9.949734890194277
17505 -9.986014822278491
67280 -9.98952623336547
24483 -10.00548214579963
12658 -10.046622436169496
26110 -10.0668746164961
3364 -10.085737335068206
24481 -10.093908783272438
35258 -10.101696173009161
12579 -10.10629729328809
39972 -10.120509880651973
13385 -10.131028274969832
71904 -10.137398649814921
19626 -10.209756100433552
12856 -10.217187038956348
44236 -10.21939571523479
35292 -10.272472212135062
32470 -10.273750914241228
36318 -10.31675358881289
73106 -10.321323314198915
19700 -10.354544156236855
6596 -10.362418981964083
81347 -10.39639478965475
5410 -10.405333211023901
5418 -10.405422357287842
11633 -10.463384371787141
81949 -10.49552235776363
36435 -10.497510937107457
33964 -10.512524659293403
33969 -10.51416398600162
