Query is the topic title = "School bus accidents"
Doc_ID JM_Score
59464 -5.580679505541212
78269 -5.611316178497487
85553 -5.875749132468303
70466 -5.890605129871171
78115 -5.975394384198877
83201 -7.181820621493277
5166 -7.274909393153543
58748 -7.293997572694179
53046 -7.460187019428423
68780 -7.52159600505319
41121 -7.657731215174566
64800 -7.6857221512811424
48882 -7.732945602297401
54467 -7.797066837904212
81350 -7.799051998815854
6104 -7.8099870757838685
8620 -7.8099870757838685
34745 -7.813751236227402
38383 -7.917959616583356
12858 -8.985055077602718
85601 -9.118982267695596
22021 -9.19558724986839
13364 -9.239511633181355
27209 -9.250592013068252
39944 -9.265175682066074
47596 -9.27191027955715
39961 -9.304732121209973
13348 -9.320883413266275
38350 -9.337701194226597
54208 -9.352235654352521
22002 -9.388922777418648
54214 -9.402154226030058
18246 -9.416374761711097
69471 -9.440466657632522
18250 -9.457888493785983
27128 -9.540272349135225
54220 -9.543868845072886
83304 -9.613458180310491
14376 -9.673266864879352
61149 -9.793062743272177
16894 -9.968866795188495
15927 -9.984540265719124
30217 -10.830423171695733
27966 -10.832793138473901
19797 -10.837141067659973
22961 -10.837141067659973
7937 -10.83947983555493
17276 -10.839664971889478
6635 -10.842159778133068
31141 -10.845436398220984
23536 -10.995015023923743
42641 -10.995015023923743
5410 -10.995015023923743
5418 -10.995015023923743
68028 -10.995015023923743
73326 -10.995015023923743
78125 -10.995015023923743
