Query is the topic title = "Economic espionage"
Doc_ID ModelC_Score
46547 -5.215499020344789
46974 -5.215499020344789
62325 -7.218333807723831
63261 -7.34387001210207
61780 -9.108169340191022
82330 -9.568650538106585
6146 -9.596757081535094
39496 -9.603925030206808
18586 -9.607705185760876
22513 -9.635646669862439
22170 -9.663725726321207
61329 -9.665898949659113
82454 -9.793979362979083
77909 -9.820899458750963
80950 -9.871615491420215
83167 -9.871615491420215
80425 -9.925804961258889
81463 -9.937683431898712
82912 -9.960931222328075
27577 -9.982411277517286
30647 -9.982411277517286
26847 -9.982863869530364
26642 -10.108172236771704
