Query is the topic title = "Nuclear plants U.S."
Doc_ID BM25_Score
15228 0.08553238354317899
45159 0.08448421561811023
22250 0.07820731843095247
78479 0.07787615618935348
38191 0.07657416310398947
14933 0.0756178905854119
59083 0.07477177875746467
60588 0.07442603313872304
76216 0.07400438716869792
67522 0.07392543680814385
9384 0.07262629739829031
80102 0.0725367192885161
4984 0.07145301048032225
56499 0.0706881611704917
75770 0.07062902255820802
83225 0.06931363401130303
63280 0.06915027713415138
46655 0.06748207241518836
69725 0.06741005390443228
66301 0.0669846184498336
71223 0.06286026801540735
45374 0.062088403044735826
6940 0.060483110075529416
40554 0.060240748457767924
86111 0.057036246309918416
78928 0.05186539382962917
78775 0.04669657179928965
74632 0.012253720841989748
19953 0.011729075985819034
