Query is the topic title = "Indian casino laws"
Doc_ID JM_Score
50020 -7.004148229267292
58137 -7.164616245024385
48443 -7.515339065396479
61647 -7.570168939954873
52066 -7.6181076483659655
76605 -7.640098378721959
43604 -7.976694666045992
38068 -7.99917699763889
46714 -8.031386704837644
5671 -8.057785895348893
79396 -8.267811646787079
77790 -8.8780601421401
44746 -8.883623907415725
53345 -8.90764051378345
15606 -9.0875307739602
61561 -9.14179913972227
29045 -9.151719083489507
75452 -9.153427807689113
35782 -9.178142366069443
81480 -9.224570256560153
80477 -9.31493719122619
62221 -9.369732027797125
9611 -9.388917002428215
57152 -9.427236524507208
17078 -9.57124096216581
20316 -9.57124096216581
44554 -10.081962329893681
62192 -10.085517504009033
65206 -10.087564558728058
79601 -10.092108511780832
67715 -10.09273250181362
70456 -10.092856575578434
86068 -10.11195286467277
11352 -10.221960179470393
11732 -10.221960179470393
14554 -10.221960179470393
19930 -10.221960179470393
21688 -10.221960179470393
22584 -10.221960179470393
28761 -10.221960179470393
3627 -10.221960179470393
39400 -10.221960179470393
4075 -10.221960179470393
58894 -10.221960179470393
6985 -10.221960179470393
8125 -10.221960179470393
