Query is the topic title = "Natural gas vehicles"
Doc_ID ModelC_Score
56691 -6.142616784588788
27441 -8.80583281298297
41481 -8.871982994111516
64153 -8.923938069582606
81420 -8.967280519201449
34675 -9.03057632321581
27845 -9.05108251454813
73146 -9.05864759170086
10397 -9.11867322768702
15581 -9.161455637846844
15582 -9.161485386531762
27911 -9.163716331584265
29922 -9.242681118746447
10398 -9.283088560107462
27921 -9.301095135147293
75754 -9.34728001516051
44101 -9.399397745817685
76089 -9.401560994411124
76092 -9.401560994411124
81325 -9.415803351855814
49752 -9.42297863298844
17450 -9.485847199666965
82440 -9.486801944579772
29928 -9.489488465220713
12919 -9.51015523099098
13217 -9.51015523099098
30473 -9.535969045233736
66693 -9.572416867183561
59813 -9.581565723316036
6661 -9.587378793515553
74003 -9.59208765922587
33736 -9.599933956951832
58581 -9.620751648969824
45740 -9.63056225274596
74497 -9.646785694718515
16007 -9.656961425710291
80840 -9.660027033914227
77124 -9.665262151509857
77719 -9.683832702744981
46876 -9.693565218342176
83609 -9.717723562338675
86492 -9.717994584157564
24789 -9.725615944900818
86421 -9.741020437187645
70409 -9.762011590344247
67613 -9.801658699341246
27402 -9.806146420509435
23293 -9.833219221876458
61777 -9.843838116340388
55718 -9.863905603936502
33229 -9.867539477387451
67058 -9.870500524245516
63648 -9.870505127396944
36398 -9.890882141825506
48893 -9.920843213551375
84758 -9.922508578880187
58800 -9.97688448502597
33285 -9.99082784071687
77181 -10.001431910042788
29390 -10.030264268934667
63415 -10.135384646023711
64694 -10.139986023808172
