Query is the topic title = "NAFTA"
Doc_ID JM_Score
84829 -1.547660035147236
9133 -1.6296694279883381
8622 -1.6296694279883381
58009 -1.639273708345344
24044 -1.648788895652308
31619 -1.70218282259045
51260 -1.7389766215375704
52489 -1.7448437174121139
51453 -1.7448437174121139
60293 -1.7590874973234647
75205 -1.7618664437995701
52661 -1.9423557236037492
85344 -1.9943018301499298
85663 -2.0904131928939496
83678 -2.1266382322834354
55609 -2.2004554362412057
68709 -2.218898714696434
61165 -2.2634857895414076
37202 -2.300790384909267
66895 -2.400336901717913
66880 -2.403645424623293
58199 -2.680666393503569
75183 -2.680666393503569
46161 -2.680666393503569
85759 -2.680666393503569
61161 -2.680666393503569
25903 -2.680666393503569
41074 -2.680666393503569
46152 -2.680666393503569
43605 -2.680666393503569
60154 -2.680666393503569
46157 -2.680666393503569
60224 -2.680666393503569
