Query is the topic title = "Archaeology discoveries"
Doc_ID BM25_Score
22679 1.0527174214618604
20188 0.8738479424773548
77250 0.7560148061031796
79559 0.7411477997195045
85143 0.71043911994118
73431 0.6577866380186682
79585 0.6394553801082548
76422 0.6370534409576264
74010 0.6097597167169406
79864 0.573504199150753
79369 0.5556421374219771
71555 0.5556159454084371
86514 0.5498548121370614
82616 0.5486704521887827
78863 0.5412946794002056
74017 0.5376082039068768
71542 0.5367680172085748
71543 0.5367680172085748
82279 0.5211015327103645
66894 0.5208440538965242
82609 0.5112781906276063
32034 0.5054038924016965
82598 0.5045778119424473
52940 0.4847146231886472
81084 0.45383501151753625
60110 0.45036332330820084
52741 0.43152604192481936
3541 0.4200866275503865
75243 0.37472923282292264
83291 0.34013566608969603
82679 0.33769062262464183
67922 0.33172908930978956
68718 0.27819661536439777
70303 0.27104465972602476
68716 0.20775924905336138
26903 0.0
24911 0.0
53140 0.0
78749 0.0
13248 0.0
43329 0.0
83284 0.0
51927 0.0
49575 0.0
72816 0.0
49463 0.0
