Query is the topic title = "Scottish Independence"
Doc_ID ModelC_Score
76899 12.462210688935622
82085 4.770581629025701
77907 4.7153288824225355
82106 3.6246454379056487
82519 3.6094901646801207
80922 2.9777960722813575
77381 0.8778147586648293
27960 0.0
28549 0.0
71913 0.0
7970 -1.5006102169162183
9011 -1.9347085577165017
39122 -3.0734685302248206
27974 -4.01741725227723
73371 -4.272374169768906
63141 -4.550975663791988
69142 -5.080535226742755
57024 -5.3021959033527635
69164 -5.703025721519339
26276 -5.878475243597964
22987 -6.200535014515074
18877 -6.209299991704088
34010 -6.274613055196975
25833 -6.349551146540472
36858 -6.406269374561809
40800 -6.439050510660769
86448 -6.518212283695009
74777 -6.728254777947287
68664 -6.876197130938427
48375 -6.90050305162489
74778 -7.009424292588187
79949 -7.048736032759069
22472 -7.113179581028458
71111 -7.233360693737511
38588 -7.239809366517875
39620 -7.4754240374847996
