Query is the topic title = "Effects of global warming"
Doc_ID JM_Score
18879 -5.938555901076907
38452 -6.6241719594138075
72354 -6.8398341117156605
60810 -6.937148440173818
21110 -7.19872398602104
25303 -7.537863956138012
26700 -7.577939810566933
28014 -7.619827321962207
38330 -7.671112358835363
78708 -7.683312279066469
24474 -7.9674440706206155
58634 -8.065843844718053
37685 -8.130697837672493
55340 -8.297459763425092
57956 -8.297459763425092
16921 -8.469276374241064
18405 -8.555662394965523
20834 -9.051610737404967
28789 -9.051610737404967
34534 -9.051610737404967
34622 -9.051610737404967
39347 -9.051610737404967
5723 -9.051610737404967
58581 -9.051610737404967
84591 -9.051610737404967
