Query is the topic title = "Ford foreign ventures"
Doc_ID ModelC_Score
13685 -7.043843236443202
17030 -7.150419579572405
17217 -7.150419579572405
25500 -8.157153813719711
24251 -8.345682240706365
13690 -8.36040347240662
79404 -8.49807176736952
25467 -8.603869187430037
37815 -8.665768542218526
43868 -8.813225678705344
43200 -8.84350808630404
43262 -8.845852481982678
37816 -8.879860475295324
33766 -8.883757244740965
33767 -8.883757244740965
35652 -8.883757244740965
36588 -8.907659728737721
85209 -8.918774571278021
85642 -8.924312173445282
69316 -8.937563335289541
47712 -8.951229550420448
75767 -8.953161399710952
18151 -8.960013241500958
2451 -8.964158925797326
43612 -8.967581186037817
76103 -8.971240298368349
35765 -8.988711409602725
31267 -8.996581652429848
31268 -8.996581652429848
32579 -8.996581652429848
2323 -9.0097784665401
4053 -9.0097784665401
47661 -9.036569024068841
12556 -9.045616807972177
12557 -9.045616807972177
24446 -9.05026635939852
24826 -9.05026635939852
86209 -9.062946192151047
86276 -9.06374429401198
7722 -9.10838676782923
40234 -9.126886972558678
86289 -9.16407427187293
86255 -9.193624488667382
23253 -9.194323510608477
86259 -9.196937893885357
43994 -9.208099287700751
86042 -9.2320652150389
86961 -9.233320124688511
18364 -9.2564293144611
13607 -9.26289698866797
36580 -9.268465476388704
84403 -9.271197143054204
80504 -9.316681275350083
82337 -9.316681275350083
38335 -9.338377469215152
38629 -9.345700644479097
30405 -9.367389509471995
78846 -9.38938074937455
5316 -9.40589567761616
86541 -9.406659743109154
65408 -9.412923207832348
67983 -9.418947578371542
38143 -9.420629685566292
35766 -9.436971036442035
67741 -9.443326136993393
56691 -9.461930579624793
81997 -9.53012657651476
12293 -9.66578773415823
