Query is the topic title = "Creutzfeldt-Jakob, mad cow disease"
Doc_ID JM_Score
20899 -9.442276282259384
49872 -9.473384771968243
77971 -9.52779632309285
37732 -9.794646648905347
56318 -10.147354596902495
50734 -10.30376737418928
40341 -10.672464095390767
2552 -10.682931990326846
65378 -10.714761039976414
47714 -10.858056338527152
75463 -10.858822894096464
56045 -10.876070524599577
56248 -10.876070524599577
62620 -11.172476741851408
22407 -11.250859335460216
48174 -11.344934700998564
50408 -11.344934700998564
74775 -11.372045678523834
21088 -11.377061165830575
48342 -11.41197981073616
59382 -11.428493396665075
59561 -11.428493396665075
20785 -11.445960783457256
21089 -11.49638763968639
73012 -11.651443629506508
48181 -11.660963933954251
50413 -11.660963933954251
18216 -11.699130023489765
18110 -11.74260884810385
46942 -11.775089726796555
47257 -11.775089726796555
60030 -11.818104169587935
22894 -11.830652066207517
20823 -11.83359363789378
22692 -11.83359363789378
5014 -11.847954787260482
47663 -11.848626440370236
56055 -11.851785546350634
60088 -11.851785546350634
77921 -11.865695529494841
56066 -11.900681804054155
62056 -11.973690631597334
62544 -11.973690631597334
67894 -12.072024541459905
60709 -12.15142542975397
66012 -12.15142542975397
20892 -12.176395354566731
20837 -12.197070974360344
22446 -12.197070974360344
64742 -12.24903241162048
68024 -12.301462548165146
67551 -12.303518350983412
25174 -12.311782515958893
47015 -12.341070544074103
67787 -12.431217248525732
46725 -12.439678408215327
21110 -12.504484322657222
56319 -12.52520041964257
36554 -12.57128946021701
4976 -12.57185411608138
36618 -12.616961703062836
38479 -12.616961703062836
4973 -12.689523581315052
44872 -12.690319038175142
4955 -12.697735481467213
8466 -12.697735481467213
50366 -12.765709200069693
37729 -12.780255686370849
35333 -12.810216384165724
10228 -12.937851932911428
67886 -12.938377097085056
47078 -12.97471118271428
47003 -12.983855883712517
49889 -12.986285019981384
68513 -12.990155368962345
30182 -12.9943819341782
58787 -12.998784021785767
58956 -12.998784021785767
48268 -13.015994723445349
7576 -13.081249915993292
56253 -13.089389445735705
56150 -13.093130157334961
56252 -13.093130157334961
65477 -13.105805526536676
57866 -13.132505518307195
54749 -13.16242879126426
54315 -13.165832297079419
69536 -13.18664312036859
69426 -13.205649119284727
56244 -13.240412273505667
53572 -13.279591108607347
65544 -13.318376899513693
66119 -13.318376899513693
59417 -13.401032456029352
59577 -13.401032456029352
67968 -13.618607483462473
67793 -13.770852426498685
82540 -14.0038845414939
