Query is the topic title = "Improving aircraft safety"
Doc_ID JM_Score
23698 -6.513602795959022
72134 -6.527858840793998
74605 -6.7098327121997965
64896 -6.874393907285311
3666 -6.883652037260253
75564 -6.962840541499291
44232 -7.018092752712523
11744 -7.155401508471467
30864 -7.234730520057421
63379 -7.264825377526334
11852 -7.317966913952661
37657 -7.426389088020729
7041 -7.470292989558609
76550 -7.473951858782201
72032 -7.473951858782201
28717 -7.521268431889794
21265 -7.552681152290462
78628 -7.784198342615995
77430 -7.815627632702155
77431 -7.8166488055577865
77687 -7.853625354010022
43129 -7.868751900687718
60421 -7.885004315678014
2977 -7.932031980847626
2510 -7.950784612745085
2511 -7.950784612745085
62309 -8.088729581072094
20778 -8.093779893704342
5185 -8.111353243455577
5189 -8.111353243455577
21673 -8.135983016872641
13519 -8.154078946530156
15334 -8.154078946530156
5175 -8.19563153889323
8872 -8.227015943402538
11690 -8.235371511322583
8511 -8.364062907778088
8828 -8.364062907778088
13600 -8.364707465897938
41351 -8.432831806436653
21077 -8.639483659918724
85188 -8.704907503801593
29116 -8.726906679438024
16678 -8.746675012866579
15583 -8.746675012866579
12097 -8.749017668756629
15211 -8.749017668756629
81564 -8.974101992257413
8310 -8.974101992257413
7799 -8.974101992257413
33769 -8.974101992257413
7798 -8.974101992257413
