Query is the topic title = "Harmful weight-loss drugs"
Doc_ID JM_Score
82290 -9.315219546416536
10759 -9.436896096937534
2829 -9.492162931860202
5176 -9.763501506364664
5177 -9.763501506364664
50314 -10.05347807942879
10810 -10.288453945937357
80518 -10.4170799249798
54765 -10.569728742487092
19961 -10.66389168804689
33970 -10.741219525023789
22169 -10.773494349424212
22662 -10.782941817292317
83932 -10.788450286135355
26058 -10.810819771863073
8780 -10.926517781684767
50264 -11.01929693838158
82392 -11.057551958872185
81929 -11.127962387955343
76353 -11.176199227409512
5650 -11.30550039476401
49709 -11.358970394842881
32662 -11.437468293660112
78878 -11.445043748814294
61652 -11.525153662529739
84420 -11.555787584424676
63369 -11.573226878927247
49600 -11.582797713712566
79295 -11.594321962267971
56511 -11.635999107794742
82981 -11.683337709530733
57755 -11.699827280717958
43241 -11.750323239347246
14942 -11.753017863965523
44714 -11.801826793674367
14838 -11.82670659571502
49460 -11.853523763321945
54814 -11.856431889672585
8938 -11.916042840664684
52301 -11.938656932185296
58507 -11.988529728927402
54925 -11.992915258463558
77920 -12.035482485022841
80449 -12.035482485022841
85265 -12.193190137612017
35073 -12.214249021834002
52263 -12.306519812738543
67204 -12.310324578835306
76314 -12.348030537618166
84364 -12.376191333142
58553 -12.385289234620846
63616 -12.665125105693837
84272 -12.665125105693837
