Query is the topic title = "China Pakistan nuclear missile"
Doc_ID JM_Score
17004 -7.644871295922439
15074 -7.706263082083385
13294 -7.706263082083385
7320 -8.230552661962399
13309 -8.234326031036794
15415 -8.302523310954317
49980 -8.462828055889721
3885 -8.58255939737351
15410 -8.651917319559471
14772 -8.69177726982486
14556 -8.694761403493217
43938 -8.740485931865441
9820 -8.909806938168447
9384 -8.916690251835135
9819 -8.93109936038092
79604 -8.936559933882696
11445 -9.057901081584676
44187 -9.115388669445402
6604 -9.13259362151672
37711 -9.148227398631043
34792 -9.188743185139456
7289 -9.243316504947577
45221 -9.270457889604925
46229 -9.271195694778147
75621 -9.311403888808991
79669 -9.311403888808991
14439 -9.314677665147599
29645 -9.34565290836948
17857 -9.364990518105637
10675 -9.400201954014854
58913 -9.457186912506184
16992 -9.496591284864984
50029 -9.508834413753078
13221 -9.608786778190352
14486 -9.610758900116766
29520 -9.626605692804102
75560 -9.673328822539627
47899 -9.692622455038457
17782 -9.694738068402746
3868 -9.708969800616387
46302 -9.719840153886516
7730 -9.727841280972319
45050 -9.751328311694355
62800 -9.784738934003466
75389 -9.798317746957142
15288 -9.836510940056355
38684 -9.837918823937573
17787 -9.911654553366162
71564 -10.047697296697798
33391 -10.09467736534059
16632 -10.130944819462709
34744 -10.152748625272544
42245 -10.21708181363314
14655 -10.316637577845341
71726 -10.409971185704563
28141 -10.516535119101938
25392 -10.51818590619713
20412 -10.525528833724742
29535 -10.534318718196204
75327 -10.588250156951878
39215 -10.604281216910888
59764 -10.638178419296601
77009 -10.639979014576497
80049 -10.639979014576497
23121 -10.65176662997073
82630 -10.6609359192929
20858 -10.7224707094333
73898 -10.726146226420552
65688 -10.74282201876829
81408 -10.768421260341649
77066 -10.78864791794311
54296 -10.806931536323601
18345 -10.867402340627626
5140 -10.879360618270029
9993 -10.910868549534943
5108 -10.912700307041323
13518 -10.988767908139245
57102 -11.024426485419362
73326 -11.773588880300341
68028 -11.773588880300341
31141 -11.773588880300341
