Query is the topic title = "Government supported school vouchers"
Doc_ID JM_Score
16841 -8.222602501449703
49023 -9.610841299111653
73731 -9.716562575360054
16723 -9.937837944672152
55891 -9.96923324620744
35782 -10.085578313822195
6409 -10.089248875839115
76556 -10.145141922644706
8085 -10.161923567618286
51441 -10.16296863194581
68829 -10.221349038187912
6386 -10.237111281083434
7914 -10.434930810890966
76481 -10.4706643288787
53259 -10.490560919176403
31281 -10.493641336776873
41521 -10.495511787462132
32528 -10.500644823844963
50516 -10.51110302310497
32963 -10.513107677229899
2800 -10.531261967183115
47424 -10.532102807781516
56686 -10.540356009428228
86068 -10.594946349870428
67135 -10.633055677776449
70619 -10.971979191964314
44597 -11.000496851458198
70606 -11.03731087506785
46632 -11.064540158565006
59301 -11.064540158565006
3648 -11.078947451431794
61487 -11.096187778451121
49731 -11.15376765588281
70854 -11.177152759161837
55974 -11.185386763498634
75558 -11.194562728782946
19526 -11.197941581871286
64336 -11.21754229057574
6399 -11.2427660612283
53364 -11.25998588291653
61644 -11.27031058280178
41355 -11.287042191189656
67169 -11.326193958419053
25029 -12.128198614968252
